Client,IP Version,Secure,Cookie
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,TRUE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,TRUE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Nokia_41:60:0b,4,FALSE,TRUE
Nokia_41:60:0b,4,FALSE,TRUE
Nokia_41:60:0b,4,FALSE,TRUE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,TRUE
Nokia_41:60:0b,4,FALSE,TRUE
Nokia_41:60:0b,4,FALSE,TRUE
Nokia_41:60:0b,4,FALSE,TRUE
Apple_07:c0:60,4,TRUE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
HonHaiPr_bb:9d:40,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,TRUE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
Nokia_41:60:0b,4,FALSE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
IntelCor_11:1e:17,6,TRUE,FALSE
IntelCor_11:1e:17,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
IntelCor_11:1e:17,6,TRUE,FALSE
IntelCor_11:1e:17,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
HonHaiPr_bb:9d:40,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
IntelCor_11:1e:17,6,TRUE,FALSE
IntelCor_11:1e:17,6,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
IntelCor_11:1e:17,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Apple_07:c0:60,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
HonHaiPr_bb:9d:40,6,TRUE,FALSE
HonHaiPr_bb:9d:40,6,TRUE,FALSE
HonHaiPr_bb:9d:40,6,TRUE,FALSE
HonHaiPr_bb:9d:40,6,TRUE,FALSE
HonHaiPr_bb:9d:40,6,TRUE,FALSE
HonHaiPr_bb:9d:40,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Apple_07:c0:60,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,4,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
Azurewav_52:5b:2e,6,TRUE,FALSE
